id	text_name	author	deprecated	correct_spelling_id	synonym_id	rank
31817	Ambrosiella hartigii		0	NULL	NULL	4
31818	Ambrosiella ips		0	NULL	NULL	4
31819	Ambrosiella macrospora		0	NULL	NULL	4
31820	Ambrosiella sulcati		0	NULL	NULL	4
31821	Ambrosiella sulphurea		0	NULL	NULL	4
31822	Ambrosiella tingens		0	NULL	NULL	4
31823	Ambrosiella trypodendri		0	NULL	NULL	4
31824	Ambrosiella xylebori		0	NULL	NULL	4
31825	Ceratocystis acericola		0	NULL	NULL	4
31826	Ceratocystis acoma		0	NULL	NULL	4
31827	Ceratocystis adiposa		0	NULL	NULL	4
31828	Ceratocystis aequivaginata		0	NULL	NULL	4
31829	Ceratocystis albida		0	NULL	NULL	4
31830	Ceratocystis albofundus		0	NULL	NULL	4
31831	Ceratocystis angusticoolis		0	NULL	NULL	4
31832	Ceratocystis antennaroidospora		0	NULL	NULL	4
31833	Ceratocystis arborea		0	NULL	NULL	4
31834	Ceratocystis asteroides		0	NULL	NULL	4
31835	Ceratocystis atrox		0	NULL	NULL	4
31836	Ceratocystis autographa		0	NULL	NULL	4
31837	Ceratocystis bhutanensis		0	NULL	NULL	4
31838	Ceratocystis brunneocrinita		0	NULL	NULL	4
31839	Ceratocystis bunae		0	NULL	NULL	4
31840	Ceratocystis buxi		0	NULL	NULL	4
31841	Ceratocystis cacaofunesta		0	NULL	NULL	4
31842	Ceratocystis californica		0	NULL	NULL	4
31843	Ceratocystis capitata		0	NULL	NULL	4
31844	Ceratocystis caryae		0	NULL	NULL	4
31845	Ceratocystis castaneae		0	NULL	NULL	4
31846	Ceratocystis catoniana		0	NULL	NULL	4
31847	Ceratocystis coerulescens		0	NULL	NULL	4
31848	Ceratocystis colombiana		0	NULL	NULL	4
31849	Ceratocystis columnaris		0	NULL	NULL	4
31850	Ceratocystis comata		0	NULL	NULL	4
31851	Ceratocystis concentrica		0	NULL	NULL	4
31852	Ceratocystis conicicollis		0	NULL	NULL	4
31853	Ceratocystis crenulata		0	NULL	NULL	4
31854	Ceratocystis curvicollis		0	NULL	NULL	4
31855	Ceratocystis deltoideospora		0	NULL	NULL	4
31856	Ceratocystis denticulata		0	NULL	NULL	4
31857	Ceratocystis dolominuta		0	NULL	NULL	4
31858	Ceratocystis douglasii		0	NULL	NULL	4
31859	Ceratocystis erinaceus		0	NULL	NULL	4
31860	Ceratocystis eucalypti		0	NULL	NULL	4
31861	Ceratocystis eucastaneae		0	NULL	NULL	4
31862	Ceratocystis fasciata		0	NULL	NULL	4
31863	Ceratocystis filiformis		0	NULL	NULL	4
31864	Ceratocystis fimbriata	Ellis & Halst.	0	NULL	6689	4
31865	Ceratocystis fimbriatomima		0	NULL	NULL	4
31866	Ceratocystis fujiensis		0	NULL	NULL	4
31867	Ceratocystis gossypina		0	NULL	NULL	4
31868	Ceratocystis grandicarpa		0	NULL	NULL	4
31869	Ceratocystis grandifoliae		0	NULL	NULL	4
31870	Ceratocystis horanszkyi		0	NULL	NULL	4
31871	Ceratocystis hyalothecium		0	NULL	NULL	4
31872	Ceratocystis imperfecta		0	NULL	NULL	4
31873	Ceratocystis inquinans		0	NULL	NULL	4
31874	Ceratocystis introcitrina		0	NULL	NULL	4
31875	Ceratocystis ips		0	NULL	NULL	4
31876	Ceratocystis laricicola		0	NULL	NULL	4
31877	Ceratocystis larium		0	NULL	NULL	4
31878	Ceratocystis leptographioides		0	NULL	NULL	4
31879	Ceratocystis leucocarpa		0	NULL	NULL	4
31880	Ceratocystis longispora		0	NULL	NULL	4
31881	Ceratocystis magnifica		0	NULL	NULL	4
31882	Ceratocystis manginecans		0	NULL	NULL	4
31883	Ceratocystis merolinensis		0	NULL	NULL	4
31884	Ceratocystis microbasis		0	NULL	NULL	4
31885	Ceratocystis microcarpa		0	NULL	NULL	4
31886	Ceratocystis microsperma		0	NULL	NULL	4
31887	Ceratocystis miniata		0	NULL	NULL	4
31888	Ceratocystis minima		0	NULL	NULL	4
31889	Ceratocystis minor		0	NULL	NULL	4
31890	Ceratocystis minuta		0	NULL	NULL	4
31891	Ceratocystis minuta-bicolor		0	NULL	NULL	4
31892	Ceratocystis moniliformis		0	NULL	NULL	4
31893	Ceratocystis moniliformopsis		0	NULL	NULL	4
31894	Ceratocystis montium		0	NULL	NULL	4
31895	Ceratocystis multiannulata		0	NULL	NULL	4
31896	Ceratocystis musarum		0	NULL	NULL	4
31897	Ceratocystis narcissi		0	NULL	NULL	4
31898	Ceratocystis neglecta		0	NULL	NULL	4
31899	Ceratocystis nigra		0	NULL	NULL	4
31900	Ceratocystis nigrocarpa		0	NULL	NULL	4
31901	Ceratocystis norvegica		0	NULL	NULL	4
31902	Ceratocystis nothofagi		0	NULL	NULL	4
31903	Ceratocystis novae-zelandiae		0	NULL	NULL	4
31904	Ceratocystis oblonga		0	NULL	NULL	4
31905	Ceratocystis obpyriformis		0	NULL	NULL	4
31906	Ceratocystis obscura		0	NULL	NULL	4
31907	Ceratocystis ochracea		0	NULL	NULL	4
31908	Ceratocystis olivaceapini		0	NULL	NULL	4
31909	Ceratocystis omanensis		0	NULL	NULL	4
31910	Ceratocystis ossiformis		0	NULL	NULL	4
31911	Ceratocystis pallida		0	NULL	NULL	4
31912	Ceratocystis papillata		0	NULL	NULL	4
31913	Ceratocystis paradoxa		0	NULL	NULL	4
31914	Ceratocystis parva		0	NULL	NULL	4
31915	Ceratocystis piceiperda		0	NULL	NULL	4
31916	Ceratocystis pidoplichikovii		0	NULL	NULL	4
31917	Ceratocystis pilifera		0	NULL	NULL	4
31918	Ceratocystis pinicola		0	NULL	NULL	4
31919	Ceratocystis pirilliformis		0	NULL	NULL	4
31920	Ceratocystis platani		0	NULL	NULL	4
31921	Ceratocystis pluriannulata		0	NULL	NULL	4
31922	Ceratocystis polychroma		0	NULL	NULL	4
31923	Ceratocystis polyconidia		0	NULL	NULL	4
31924	Ceratocystis ponderosae		0	NULL	NULL	4
31925	Ceratocystis populicola		0	NULL	NULL	4
31926	Ceratocystis prolifera		0	NULL	NULL	4
31927	Ceratocystis pseudominor		0	NULL	NULL	4
31928	Ceratocystis pseudonigra		0	NULL	NULL	4
31929	Ceratocystis pseudotsugae		0	NULL	NULL	4
31930	Ceratocystis radicicola		0	NULL	NULL	4
31931	Ceratocystis resinifera		0	NULL	NULL	4
31932	Ceratocystis rostrocylindrica		0	NULL	NULL	4
31933	Ceratocystis rufipennis		0	NULL	NULL	4
31934	Ceratocystis savannae		0	NULL	NULL	4
31935	Ceratocystis schrenkiana		0	NULL	NULL	4
31936	Ceratocystis smalleyi		0	NULL	NULL	4
31937	Ceratocystis spinifera		0	NULL	NULL	4
31938	Ceratocystis spinulosa		0	NULL	NULL	4
31939	Ceratocystis stenoceras		0	NULL	NULL	4
31940	Ceratocystis stenospora		0	NULL	NULL	4
31941	Ceratocystis subannulata		0	NULL	NULL	4
31942	Ceratocystis sumatrana		0	NULL	NULL	4
31943	Ceratocystis tanganyicensis		0	NULL	NULL	4
31944	Ceratocystis tetropii		0	NULL	NULL	4
31945	Ceratocystis torticiliata		0	NULL	NULL	4
31946	Ceratocystis torulosa		0	NULL	NULL	4
31947	Ceratocystis tribiliformis		0	NULL	NULL	4
31948	Ceratocystis truncicola		0	NULL	NULL	4
31949	Ceratocystis tsitsikammensis		0	NULL	NULL	4
31950	Ceratocystis tubicollis		0	NULL	NULL	4
31951	Ceratocystis variospora		0	NULL	NULL	4
31952	Ceratocystis vesca		0	NULL	NULL	4
31953	Ceratocystis virescens		0	NULL	NULL	4
31954	Ceratocystis zombamontana		0	NULL	NULL	4
31955	Chalaropsis		0	NULL	NULL	9
31956	Chalaropsis populi		0	NULL	NULL	4
31957	Endoconidiophora		0	NULL	NULL	9
31958	Endoconidiophora bunae		0	NULL	NULL	4
31959	Endoconidiophora lunae		0	NULL	NULL	4
31960	Gabarnaudia cucumeris		0	NULL	NULL	4
31961	Gabarnaudia fimicola		0	NULL	NULL	4
31962	Gabarnaudia humicola		0	NULL	NULL	4
31963	Gabarnaudia tholispora		0	NULL	NULL	4
31964	Gondwanamyces		0	NULL	NULL	9
31965	Gondwanamyces capensis		0	NULL	NULL	4
31966	Gondwanamyces cecropiae		0	NULL	NULL	4
31967	Gondwanamyces proteae		0	NULL	NULL	4
31968	Gondwanamyces scolytodis		0	NULL	NULL	4
31969	Gondwanamyces serotectus		0	NULL	NULL	4
31970	Gondwanamyces ubusi		0	NULL	NULL	4
31971	Sporendocladia		0	NULL	NULL	9
31972	Sporendocladia bactrospora		0	NULL	NULL	4
31973	Sporendocladia castaneae		0	NULL	NULL	4
31974	Sporendocladia foliicola		0	NULL	NULL	4
31975	Sporendocladia fumosa		0	NULL	NULL	4
31976	Sporendocladia ivoriensis		0	NULL	NULL	4
31977	Sporendocladia kionochaetoides		0	NULL	NULL	4
31978	Sporendocladia truncata		0	NULL	NULL	4
31979	Thielaviopsis abuensis		0	NULL	NULL	4
31980	Thielaviopsis ceramica		0	NULL	NULL	4
31981	Thielaviopsis eucalypti		0	NULL	NULL	4
31982	Thielaviopsis musarum		0	NULL	NULL	4
31983	Thielaviopsis neocaledoniae		0	NULL	NULL	4
31984	Thielaviopsis podocarpi		0	NULL	NULL	4
31985	Thielaviopsis wallemiiformis		0	NULL	NULL	4
31986	Endoconidiophora variospora		0	NULL	NULL	4
31987	Gabarnaudia betae		0	NULL	NULL	4
31988	Mycosphaerella abutilontidicola		0	NULL	NULL	4
31989	Mycosphaerella acaciae	(Cooke & Harkn.) Tomilin	0	NULL	NULL	4
31990	Mycosphaerella acaciigena		0	NULL	NULL	4
31991	Mycosphaerella acanthopanacis		0	NULL	NULL	4
31992	Mycosphaerella aceris		0	NULL	NULL	4
31993	Mycosphaerella acerna		0	NULL	NULL	4
31994	Mycosphaerella achilleae		0	NULL	NULL	4
31995	Mycosphaerella acicola		0	NULL	NULL	4
31996	Mycosphaerella acilegna		0	NULL	NULL	4
31997	Mycosphaerella aconitorum		0	NULL	NULL	4
31998	Mycosphaerella acori		0	NULL	NULL	4
31999	Mycosphaerella acrocomiicola		0	NULL	NULL	4
32000	Mycosphaerella actaeae		0	NULL	NULL	4
32001	Mycosphaerella actinidiae		0	NULL	NULL	4
32002	Mycosphaerella adenophorae		0	NULL	NULL	4
32003	Mycosphaerella adhatodae		0	NULL	NULL	4
32004	Mycosphaerella adonidina		0	NULL	NULL	4
32005	Mycosphaerella advena		0	NULL	NULL	4
32006	Mycosphaerella aeluropodis		0	NULL	NULL	4
32007	Mycosphaerella aequatoriensis		0	NULL	NULL	4
32008	Mycosphaerella aesculi		0	NULL	NULL	4
32009	Mycosphaerella aethiops		0	NULL	NULL	4
32010	Mycosphaerella afghanica		0	NULL	NULL	4
32011	Mycosphaerella africana		0	NULL	NULL	4
32012	Mycosphaerella agapanthi		0	NULL	NULL	4
32013	Mycosphaerella agapanthi-umbellati		0	NULL	NULL	4
32014	Mycosphaerella agaves		0	NULL	NULL	4
32015	Mycosphaerella aggregata		0	NULL	NULL	4
32016	Mycosphaerella agostinii		0	NULL	NULL	4
32017	Mycosphaerella agrimoniae		0	NULL	NULL	4
32018	Mycosphaerella agrostistachydis		0	NULL	NULL	4
32019	Mycosphaerella ailanthi		0	NULL	NULL	4
32020	Mycosphaerella airicola		0	NULL	NULL	4
32021	Mycosphaerella alarum		0	NULL	NULL	4
32022	Mycosphaerella alba		0	NULL	NULL	4
32023	Mycosphaerella albescens		0	NULL	NULL	4
32024	Mycosphaerella albiziae		0	NULL	NULL	4
32025	Mycosphaerella albocrustata		0	NULL	NULL	4
32026	Mycosphaerella alchemillae		0	NULL	NULL	4
32027	Mycosphaerella alchemillicola		0	NULL	NULL	4
32028	Mycosphaerella aleuritidicola		0	NULL	NULL	4
32029	Mycosphaerella aleuritis		0	NULL	NULL	4
32030	Mycosphaerella algarbiensis		0	NULL	NULL	4
32031	Mycosphaerella algida		0	NULL	NULL	4
32032	Mycosphaerella aliena		0	NULL	NULL	4
32033	Mycosphaerella alismatis		0	NULL	NULL	4
32034	Mycosphaerella allicina	(Fr.) Vestergr.	1	NULL	4032	4
32035	Mycosphaerella allii-cepae		0	NULL	NULL	4
32036	Mycosphaerella alnicola		0	NULL	NULL	4
32037	Mycosphaerella alni-viridis		0	NULL	NULL	4
32038	Mycosphaerella alnobetulae		0	NULL	NULL	4
32039	Mycosphaerella alocasiae		0	NULL	NULL	4
32040	Mycosphaerella aloes		0	NULL	NULL	4
32041	Mycosphaerella alpina		0	NULL	NULL	4
32042	Mycosphaerella alpiniae		0	NULL	NULL	4
32043	Mycosphaerella alpiniicola		0	NULL	NULL	4
32044	Mycosphaerella alsophila		0	NULL	NULL	4
32045	Mycosphaerella altera		0	NULL	NULL	4
32046	Mycosphaerella althaeina		0	NULL	NULL	4
32047	Mycosphaerella alyssi		0	NULL	NULL	4
32048	Mycosphaerella alyxiae		0	NULL	NULL	4
32049	Mycosphaerella ambiens		0	NULL	NULL	4
32050	Mycosphaerella ambigua		0	NULL	NULL	4
32051	Mycosphaerella ambiphyllus		0	NULL	NULL	4
32052	Mycosphaerella amomi		0	NULL	NULL	4
32053	Mycosphaerella anacardiicola		0	NULL	NULL	4
32054	Mycosphaerella andersonii		0	NULL	NULL	4
32055	Mycosphaerella andicola		0	NULL	NULL	4
32056	Mycosphaerella andirae		0	NULL	NULL	4
32057	Mycosphaerella andrewsii		0	NULL	NULL	4
32058	Mycosphaerella andromedae		0	NULL	NULL	4
32059	Mycosphaerella anethi		0	NULL	NULL	4
32060	Mycosphaerella angelicae		0	NULL	NULL	4
32061	Mycosphaerella argentinensis		0	NULL	NULL	4
32062	Mycosphaerella angophorae		0	NULL	NULL	4
32063	Mycosphaerella angulata		0	NULL	NULL	4
32064	Mycosphaerella angustifoliorum		0	NULL	NULL	4
32065	Mycosphaerella annulata		0	NULL	NULL	4
32066	Mycosphaerella antarctica		0	NULL	NULL	4
32067	Mycosphaerella anthemidina		0	NULL	NULL	4
32068	Mycosphaerella anthurii		0	NULL	NULL	4
32069	Mycosphaerella antoniana		0	NULL	NULL	4
32070	Mycosphaerella antonovii		0	NULL	NULL	4
32071	Mycosphaerella aphyuanthis		0	NULL	NULL	4
32072	Mycosphaerella apiahyna		0	NULL	NULL	4
32073	Mycosphaerella apocynica		0	NULL	NULL	4
32074	Mycosphaerella applanata		0	NULL	NULL	4
32075	Mycosphaerella apula		0	NULL	NULL	4
32076	Mycosphaerella aquatica		0	NULL	NULL	4
32077	Mycosphaerella aquilegiae		0	NULL	NULL	4
32078	Mycosphaerella aquilegiae-jonesii		0	NULL	NULL	4
32079	Mycosphaerella aquilina		0	NULL	NULL	4
32080	Mycosphaerella arachidis		0	NULL	NULL	4
32081	Mycosphaerella arachnoidea		0	NULL	NULL	4
32082	Mycosphaerella araliae		0	NULL	NULL	4
32083	Mycosphaerella araucariae		0	NULL	NULL	4
32084	Mycosphaerella arbuticola		0	NULL	NULL	4
32085	Mycosphaerella arbutifoliae		0	NULL	NULL	4
32086	Mycosphaerella arctica		0	NULL	NULL	4
32087	Mycosphaerella ardisiae		0	NULL	NULL	4
32088	Mycosphaerella arenariicola		0	NULL	NULL	4
32089	Mycosphaerella areola		0	NULL	NULL	4
32090	Mycosphaerella aretiae		0	NULL	NULL	4
32091	Mycosphaerella aristolochiae		0	NULL	NULL	4
32092	Mycosphaerella aronici		0	NULL	NULL	4
32093	Mycosphaerella artemisiae		0	NULL	NULL	4
32094	Mycosphaerella artraxonicola		0	NULL	NULL	4
32095	Mycosphaerella artocarpi		0	NULL	NULL	4
32096	Mycosphaerella arundinariae		0	NULL	NULL	4
32097	Mycosphaerella asclepiadis		0	NULL	NULL	4
32098	Mycosphaerella asensioi		0	NULL	NULL	4
32099	Mycosphaerella asiminae		0	NULL	NULL	4
32100	Mycosphaerella asparagi		0	NULL	NULL	4
32101	Mycosphaerella asperifolii		0	NULL	NULL	4
32102	Mycosphaerella asperulata		0	NULL	NULL	4
32103	Mycosphaerella asphodelina		0	NULL	NULL	4
32104	Mycosphaerella aspidii		0	NULL	NULL	4
32105	Mycosphaerella asplenii		0	NULL	NULL	4
32106	Mycosphaerella asterinoides		0	NULL	NULL	4
32107	Mycosphaerella asteroma		0	NULL	NULL	4
32108	Mycosphaerella astragali		0	NULL	NULL	4
32109	Mycosphaerella astragalina		0	NULL	NULL	4
32110	Mycosphaerella asunciensis		0	NULL	NULL	4
32111	Mycosphaerella athamantae		0	NULL	NULL	4
32112	Mycosphaerella atichiae		0	NULL	NULL	4
32113	Mycosphaerella atomus		0	NULL	NULL	4
32114	Mycosphaerella atractyloidis		0	NULL	NULL	4
32115	Mycosphaerella atropae		0	NULL	NULL	4
32116	Mycosphaerella aucubae		0	NULL	NULL	4
32117	Mycosphaerella aucupariae		0	NULL	NULL	4
32118	Mycosphaerella auerswaldii		0	NULL	NULL	4
32119	Mycosphaerella aurantia		0	NULL	NULL	4
32120	Mycosphaerella aurantiorum		0	NULL	NULL	4
32121	Mycosphaerella babjaniae		0	NULL	NULL	4
32122	Mycosphaerella baccharidiphila		0	NULL	NULL	4
32123	Mycosphaerella bacillifera		0	NULL	NULL	4
32124	Mycosphaerella badensis		0	NULL	NULL	4
32125	Mycosphaerella bakeri		0	NULL	NULL	4
32126	Mycosphaerella balansae		0	NULL	NULL	4
32127	Mycosphaerella balcanica		0	NULL	NULL	4
32128	Mycosphaerella baldensis		0	NULL	NULL	4
32129	Mycosphaerella balsamopopuli		0	NULL	NULL	4
32130	Mycosphaerella balsamorrhizae		0	NULL	NULL	4
32131	Mycosphaerella bambusae		0	NULL	NULL	4
32132	Mycosphaerella bambusicola		0	NULL	NULL	4
32133	Mycosphaerella bambusifolia		0	NULL	NULL	4
32134	Mycosphaerella bambusina		0	NULL	NULL	4
32135	Mycosphaerella banksiae		0	NULL	NULL	4
32136	Mycosphaerella baptisiicola		0	NULL	NULL	4
32137	Mycosphaerella barnadesiae		0	NULL	NULL	4
32138	Mycosphaerella baudysiana		0	NULL	NULL	4
32139	Mycosphaerella bauhiniae		0	NULL	NULL	4
32140	Mycosphaerella baumaea		0	NULL	NULL	4
32141	Mycosphaerella beaglensis		0	NULL	NULL	4
32142	Mycosphaerella belladonnae		0	NULL	NULL	4
32143	Mycosphaerella bellona		0	NULL	NULL	4
32144	Mycosphaerella bellula		0	NULL	NULL	4
32145	Mycosphaerella benguetensis		0	NULL	NULL	4
32146	Mycosphaerella berberidis		0	NULL	NULL	4
32147	Mycosphaerella berkeleyi		0	NULL	NULL	4
32148	Mycosphaerella berlesiana		0	NULL	NULL	4
32149	Mycosphaerella bhandardarensis		0	NULL	NULL	4
32150	Mycosphaerella biguttulata		0	NULL	NULL	4
32151	Mycosphaerella bixae		0	NULL	NULL	4
32152	Mycosphaerella bolleana		0	NULL	NULL	4
32153	Mycosphaerella bombycina		0	NULL	NULL	4
32154	Mycosphaerella bonae-noctis		0	NULL	NULL	4
32155	Mycosphaerella borealis		0	NULL	NULL	4
32156	Mycosphaerella borreriae		0	NULL	NULL	4
32157	Mycosphaerella botrychii		0	NULL	NULL	4
32158	Mycosphaerella brachycomes		0	NULL	NULL	4
32159	Mycosphaerella bracteophila		0	NULL	NULL	4
32160	Mycosphaerella braheae		0	NULL	NULL	4
32161	Mycosphaerella brassicicola	(Duby) Lindau	0	NULL	8279	4
32162	Mycosphaerella brideliae		0	NULL	NULL	4
32163	Mycosphaerella brionnensis		0	NULL	NULL	4
32164	Mycosphaerella brunnea		0	NULL	NULL	4
32165	Mycosphaerella brunneola		0	NULL	NULL	4
32166	Mycosphaerella brunneomaculans		0	NULL	NULL	4
32167	Mycosphaerella buckinghamiae		0	NULL	NULL	4
32168	Mycosphaerella bulgarica		0	NULL	NULL	4
32169	Mycosphaerella bumeliae		0	NULL	NULL	4
32170	Mycosphaerella buna		0	NULL	NULL	4
32171	Mycosphaerella bupleuri		0	NULL	NULL	4
32172	Mycosphaerella bupleurina		0	NULL	NULL	4
32173	Mycosphaerella burnatii		0	NULL	NULL	4
32174	Mycosphaerella buxicola	(DC.) Tomilin	0	NULL	8278	4
32175	Mycosphaerella byliana		0	NULL	NULL	4
32176	Mycosphaerella byrsonimae		0	NULL	NULL	4
32177	Mycosphaerella cacaliae		0	NULL	NULL	4
32178	Mycosphaerella calamagrostidis		0	NULL	NULL	4
32179	Mycosphaerella calamagrostis		0	NULL	NULL	4
32180	Mycosphaerella calceoli		0	NULL	NULL	4
32181	Mycosphaerella californica		0	NULL	NULL	4
32182	Mycosphaerella calopogonii		0	NULL	NULL	4
32183	Mycosphaerella calotropidis		0	NULL	NULL	4
32184	Mycosphaerella calycanthi		0	NULL	NULL	4
32185	Mycosphaerella calycicola		0	NULL	NULL	4
32186	Mycosphaerella camarae		0	NULL	NULL	4
32187	Mycosphaerella camelliae		0	NULL	NULL	4
32188	Mycosphaerella camphorosmae		0	NULL	NULL	4
32189	Mycosphaerella campoi		0	NULL	NULL	4
32190	Mycosphaerella canariensis		0	NULL	NULL	4
32191	Mycosphaerella canavaliae		0	NULL	NULL	4
32192	Mycosphaerella canephorae		0	NULL	NULL	4
32193	Mycosphaerella cannabis		0	NULL	NULL	4
32194	Mycosphaerella capparis		0	NULL	NULL	4
32195	Mycosphaerella capreolatae		0	NULL	NULL	4
32196	Mycosphaerella capronii		0	NULL	NULL	4
32197	Mycosphaerella caricae		0	NULL	NULL	4
32198	Mycosphaerella caricis		0	NULL	NULL	4
32199	Mycosphaerella carinthiaca		0	NULL	NULL	4
32200	Mycosphaerella carniolica		0	NULL	NULL	4
32201	Mycosphaerella caroliniana		0	NULL	NULL	4
32202	Mycosphaerella carphae		0	NULL	NULL	4
32203	Mycosphaerella carpogena		0	NULL	NULL	4
32204	Mycosphaerella caryigena		0	NULL	NULL	4
32205	Mycosphaerella caryophyllata		0	NULL	NULL	4
32206	Mycosphaerella caryophylli		0	NULL	NULL	4
32207	Mycosphaerella cassiae		0	NULL	NULL	4
32208	Mycosphaerella cassinopsidis		0	NULL	NULL	4
32209	Mycosphaerella cassiopes		0	NULL	NULL	4
32210	Mycosphaerella castaneicola		0	NULL	NULL	4
32211	Mycosphaerella castanopsidis	(Dearn.) Petr.	0	NULL	8229	4
32212	Mycosphaerella castillae		0	NULL	NULL	4
32213	Mycosphaerella castilleyae		0	NULL	NULL	4
32214	Mycosphaerella caulicola		0	NULL	NULL	4
32215	Mycosphaerella cecropiae		0	NULL	NULL	4
32216	Mycosphaerella cedrelae		0	NULL	NULL	4
32217	Mycosphaerella celtidis		0	NULL	NULL	4
32218	Mycosphaerella centellae		0	NULL	NULL	4
32219	Mycosphaerella cephalanthae		0	NULL	NULL	4
32220	Mycosphaerella cerasella		0	NULL	NULL	4
32221	Mycosphaerella cerasicola		0	NULL	NULL	4
32222	Mycosphaerella cercidicola		0	NULL	NULL	4
32223	Mycosphaerella cercidis		0	NULL	NULL	4
32224	Mycosphaerella cerei		0	NULL	NULL	4
32225	Mycosphaerella cesatiana		0	NULL	NULL	4
32226	Mycosphaerella chaenomelis		0	NULL	NULL	4
32227	Mycosphaerella chamaemori		0	NULL	NULL	4
32228	Mycosphaerella chamaenerii		0	NULL	NULL	4
32229	Mycosphaerella chamaeropis		0	NULL	NULL	4
32230	Mycosphaerella chardonii		0	NULL	NULL	4
32231	Mycosphaerella chaubattiensis		0	NULL	NULL	4
32232	Mycosphaerella chelidonii		0	NULL	NULL	4
32233	Mycosphaerella chenopodii		0	NULL	NULL	4
32234	Mycosphaerella chenopodiicola		0	NULL	NULL	4
32235	Mycosphaerella chimaphilina		0	NULL	NULL	4
32236	Mycosphaerella chlorina		0	NULL	NULL	4
32237	Mycosphaerella chlorogali		0	NULL	NULL	4
32238	Mycosphaerella chlorinensis		0	NULL	NULL	4
32239	Mycosphaerella chrysanthemi		0	NULL	NULL	4
32240	Mycosphaerella chrysobalani		0	NULL	NULL	4
32241	Mycosphaerella chrysobalanicola		0	NULL	NULL	4
32242	Mycosphaerella ciliata		0	NULL	NULL	4
32243	Mycosphaerella cinnafolia		0	NULL	NULL	4
32244	Mycosphaerella cinnamomicola		0	NULL	NULL	4
32245	Mycosphaerella circe		0	NULL	NULL	4
32246	Mycosphaerella circumdans		0	NULL	NULL	4
32247	Mycosphaerella cirsii		0	NULL	NULL	4
32248	Mycosphaerella cirsii-arvensis		0	NULL	NULL	4
32249	Mycosphaerella citri		0	NULL	NULL	4
32250	Mycosphaerella citricola		0	NULL	NULL	4
32251	Mycosphaerella citrigena		0	NULL	NULL	4
32252	Mycosphaerella cladii		0	NULL	NULL	4
32253	Mycosphaerella clallamensis		0	NULL	NULL	4
32254	Mycosphaerella clematidina		0	NULL	NULL	4
32255	Mycosphaerella cleyerae		0	NULL	NULL	4
32256	Mycosphaerella clidemiae		0	NULL	NULL	4
32257	Mycosphaerella clusiae		0	NULL	NULL	4
32258	Mycosphaerella clymenia		0	NULL	NULL	4
32259	Mycosphaerella coacervata		0	NULL	NULL	4
32260	Mycosphaerella cocoes		0	NULL	NULL	4
32261	Mycosphaerella coerulea		0	NULL	NULL	4
32262	Mycosphaerella coffeae		0	NULL	NULL	4
32263	Mycosphaerella coffeicola		0	NULL	NULL	4
32264	Mycosphaerella coggyriae		0	NULL	NULL	4
32265	Mycosphaerella collina		0	NULL	NULL	4
32266	Mycosphaerella colocasiae		0	NULL	NULL	4
32267	Mycosphaerella colombiensis		0	NULL	NULL	4
32268	Mycosphaerella colorata		0	NULL	NULL	4
32269	Mycosphaerella columbariae		0	NULL	NULL	4
32270	Mycosphaerella columbi		0	NULL	NULL	4
32271	Mycosphaerella columbiae		0	NULL	NULL	4
32272	Mycosphaerella communis		0	NULL	NULL	4
32273	Mycosphaerella confinis		0	NULL	NULL	4
32274	Mycosphaerella confusa		0	NULL	NULL	4
32275	Mycosphaerella conglomerata		0	NULL	NULL	4
32276	Mycosphaerella conglomeratiformis		0	NULL	NULL	4
32277	Mycosphaerella conigena		0	NULL	NULL	4
32278	Mycosphaerella conspicua		0	NULL	NULL	4
32279	Mycosphaerella contraria		0	NULL	NULL	4
32280	Mycosphaerella convallariae		0	NULL	NULL	4
32281	Mycosphaerella convexula		0	NULL	NULL	4
32282	Mycosphaerella coptis		0	NULL	NULL	4
32283	Mycosphaerella cordata		0	NULL	NULL	4
32284	Mycosphaerella cordylinicola		0	NULL	NULL	4
32285	Mycosphaerella corispermi		0	NULL	NULL	4
32286	Mycosphaerella corni		0	NULL	NULL	4
32287	Mycosphaerella cornicola		0	NULL	NULL	4
32288	Mycosphaerella coronillae-variae		0	NULL	NULL	4
32289	Mycosphaerella corylina		0	NULL	NULL	4
32290	Mycosphaerella costii		0	NULL	NULL	4
32291	Mycosphaerella cotoneastri		0	NULL	NULL	4
32292	Mycosphaerella coymiana		0	NULL	NULL	4
32293	Mycosphaerella crataegi		0	NULL	NULL	4
32294	Mycosphaerella crataegicola		0	NULL	NULL	4
32295	Mycosphaerella craterispermi		0	NULL	NULL	4
32296	Mycosphaerella crepidophora		0	NULL	NULL	4
32297	Mycosphaerella crietiana		0	NULL	NULL	4
32298	Mycosphaerella crini		0	NULL	NULL	4
32299	Mycosphaerella cruchetii		0	NULL	NULL	4
32300	Mycosphaerella cruciatae		0	NULL	NULL	4
32301	Mycosphaerella cruciferarum		0	NULL	NULL	4
32302	Mycosphaerella cruenta		0	NULL	NULL	4
32303	Mycosphaerella cryptica		0	NULL	NULL	4
32304	Mycosphaerella crystallinus		0	NULL	NULL	4
32305	Mycosphaerella crystallina		0	NULL	NULL	4
32306	Mycosphaerella cuboniana		0	NULL	NULL	4
32307	Mycosphaerella cunninghamiae		0	NULL	NULL	4
32308	Mycosphaerella cunninghamii		0	NULL	NULL	4
32309	Mycosphaerella cupaniae		0	NULL	NULL	4
